Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry,Last Update
STBZ,State Bank Financial Corporation.,24.78,963183608.1,NAN,Finance,Major Banks,4/24/17
EBSB,"Meridian Bancorp, Inc.",17.9,959936742.9,NAN,Finance,Major Banks,4/24/17
VWOB,Vanguard Emerging Markets Government Bond ETF,79.86,959186081.7,NAN,NAN,NAN,4/25/17
CHCO,City Holding Company,61.34,955984513.4,NAN,Finance,Major Banks,4/26/17
SLRC,Solar Capital Ltd.,22.56,953126724,2010,NAN,NAN,4/25/17
MNTA,"Momenta Pharmaceuticals, Inc.",13.25,952052276.5,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/25/17
LHCG,LHC Group,52.35,950334992.1,2005,Health Care,Medical/Nursing Services,4/23/17
FPRX,"Five Prime Therapeutics, Inc.",33,949316610,2013,Health Care,Major Pharmaceuticals,4/25/17
EXXI,"Energy XXI Gulf Coast, Inc.",28.54,947858892.8,NAN,Energy,Oil & Gas Production,4/25/17
HOLI,"Hollysys Automation Technologies, Ltd.",15.71,946678300.3,NAN,Energy,Industrial Machinery/Components,4/26/17
SASR,"Sandy Spring Bancorp, Inc.",39.2,945918226.4,NAN,Finance,Major Banks,4/23/17
GOGL,Golden Ocean Group Limited,8.18,945892811.2,NAN,Consumer Services,Marine Transportation,4/25/17
ENSG,"The Ensign Group, Inc.",18.55,944165078.9,2007,Health Care,Hospital/Nursing Management,4/26/17
SCSC,"ScanSource, Inc.",37.25,940660914.5,NAN,Technology,Retail: Computer Software & Peripheral Equipment,4/24/17
EFSC,Enterprise Financial Services Corporation,40.1,940065342.6,NAN,Finance,Major Banks,4/26/17
CSII,"Cardiovascular Systems, Inc.",28.8,938963577.6,1981,Health Care,Medical/Dental Instruments,4/24/17
SBCF,Seacoast Banking Corporation of Florida,23.02,937596681.1,NAN,Finance,Major Banks,4/23/17
FTXO,First Trust Nasdaq Bank ETF,24.71,930331549.4,NAN,NAN,NAN,4/25/17
SNHY,Sun Hydraulics Corporation,34.52,929982573.5,1997,Capital Goods,Metal Fabrications,4/23/17
PATK,"Patrick Industries, Inc.",60.2,927645037.2,NAN,Basic Industries,Forest Products,4/26/17
HURN,Huron Consulting Group Inc.,41.95,926621971.8,2004,Consumer Services,Professional Services,4/24/17
ADTN,"ADTRAN, Inc.",19.1,922631688.4,1994,Public Utilities,Telecommunications Equipment,4/25/17
NVCR,NovoCure Limited,10.45,920551660.6,2015,Health Care,Medical/Dental Instruments,4/23/17
HAFC,Hanmi Financial Corporation,28.45,920518754.6,NAN,Finance,Major Banks,4/25/17
SBSI,"Southside Bancshares, Inc.",31.9,909845132.9,NAN,Finance,Major Banks,4/26/17
NOVT,Novanta Inc.,26.4,909727816.8,NAN,Miscellaneous,Industrial Machinery/Components,4/26/17
TRS,TriMas Corporation,19.9,909668521.4,2007,Capital Goods,Industrial Specialties,4/26/17
TCPC,TCP Capital Corp.,17.14,909138166,2012,NAN,NAN,4/24/17
HIMX,"Himax Technologies, Inc.",8.4,906879363.6,2006,Technology,Semiconductors,4/24/17
CFNL,Cardinal Financial Corporation,27.39,906168787.9,1998,Finance,Major Banks,4/24/17
SPWR,SunPower Corporation,6.52,904323471.9,2005,Technology,Semiconductors,4/23/17
BJRI,"BJ&#39;s Restaurants, Inc.",41.25,901669147.5,NAN,Consumer Services,Restaurants,4/26/17
FIVN,"Five9, Inc.",16.46,896108933.5,2014,Technology,EDP Services,4/24/17
MGI,"Moneygram International, Inc.",16.51,893393396.1,NAN,Miscellaneous,Business Services,4/25/17
EUFN,iShares MSCI Europe Financials Sector Index Fund,19.56,891936000,NAN,NAN,NAN,4/25/17
ALOG,Analogic Corporation,71.2,889230256.8,1972,Capital Goods,Electrical Products,4/25/17
FLXN,"Flexion Therapeutics, Inc.",27.97,887539117.3,2014,Health Care,Major Pharmaceuticals,4/25/17
ATRO,Astronics Corporation,30.5,887480429.5,NAN,Capital Goods,Military/Government/Technical,4/24/17
WEB,"Web.com Group, Inc.",17.35,887003742.3,NAN,Technology,Computer Software: Prepackaged Software,4/26/17
MDIV,First Trust Multi-Asset Diversified Income Index Fund,19.53,885685539.1,NAN,NAN,NAN,4/26/17
SGRY,"Surgery Partners, Inc.",18.2,884978021.2,2015,Health Care,Hospital/Nursing Management,4/25/17
WIRE,Encore Wire Corporation,42.65,884796897.2,1992,Capital Goods,Metal Fabrications,4/24/17
IMKTA,"Ingles Markets, Incorporated",43.55,882313244.8,1987,Consumer Services,Food Chains,4/25/17
EPAY,"Bottomline Technologies, Inc.",21.74,881756508,1999,Technology,Computer Software: Prepackaged Software,4/25/17
IPHS,"Innophos Holdings, Inc.",45.22,880973417.2,2006,Consumer Durables,Specialty Chemicals,4/23/17
ESPR,"Esperion Therapeutics, Inc.",39.03,880362163.1,2013,Health Care,Major Pharmaceuticals,4/25/17
EPZM,"Epizyme, Inc.",15.1,879555762.6,2013,Health Care,Major Pharmaceuticals,4/23/17
ATRI,Atrion Corporation,477.8,877625429,NAN,Health Care,Medical/Dental Instruments,4/26/17
SHLM,"A. Schulman, Inc.",29.75,877240005.3,1972,Basic Industries,Major Chemicals,4/23/17
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,129.91,876892500,NAN,NAN,NAN,4/26/17
KTWO,"K2M Group Holdings, Inc.",20.64,876475866.2,2014,Health Care,Medical/Dental Instruments,4/25/17
GPRE,"Green Plains, Inc.",22.65,875905148.9,NAN,Basic Industries,Major Chemicals,4/23/17
LBAI,"Lakeland Bancorp, Inc.",18.5,875566964,NAN,Finance,Major Banks,4/25/17
SYBT,"Stock Yards Bancorp, Inc.",38.65,875115077.9,NAN,Finance,Major Banks,4/23/17
AMBC,"Ambac Financial Group, Inc.",19.32,873823217.4,NAN,Finance,Property-Casualty Insurers,4/23/17
ERI,"Eldorado Resorts, Inc.",18.5,871720000,NAN,Consumer Services,Hotels/Resorts,4/24/17
MGPI,"MGP Ingredients, Inc.",51.94,867852059.5,NAN,Consumer Non-Durables,Beverages (Production/Distribution),4/25/17
QSII,"Quality Systems, Inc.",13.78,860384106.1,1982,Technology,EDP Services,4/25/17
APPF,"AppFolio, Inc.",25.4,858226655.4,2015,Technology,Computer Software: Prepackaged Software,4/23/17
DENN,Denny&#39;s Corporation,12.17,857776978.2,NAN,Consumer Services,Restaurants,4/26/17
BEAT,"BioTelemetry, Inc.",30.45,855243912.6,2008,Health Care,Medical Specialities,4/24/17
GLPG,Galapagos NV,89.96,851492360.7,2015,Health Care,Major Pharmaceuticals,4/24/17
NFBK,"Northfield Bancorp, Inc.",17.41,850371933.4,NAN,Finance,Savings Institutions,4/23/17
BNFT,"Benefitfocus, Inc.",27.65,849256671.6,2013,Technology,Computer Software: Prepackaged Software,4/24/17
INDY,iShares S&P India Nifty 50 Index Fund,32.35,849187500,NAN,NAN,NAN,4/25/17
STRA,"Strayer Education, Inc.",75.97,847816387.5,1996,Consumer Services,Other Consumer Services,4/23/17
AAOI,"Applied Optoelectronics, Inc.",45.3,846107873.4,2013,Technology,Semiconductors,4/25/17
OCFC,OceanFirst Financial Corp.,26.05,843829444.3,NAN,Finance,Savings Institutions,4/25/17
CFCO,CF Corporation,10.02,841680000,2016,Finance,Business Services,4/26/17
ACRS,"Aclaris Therapeutics, Inc.",32.25,841365928.5,2015,Health Care,Major Pharmaceuticals,4/26/17
HLNE,Hamilton Lane Incorporated,18.62,838007269.8,2017,Finance,Investment Managers,4/26/17
MITL,Mitel Networks Corporation,6.8,834129194.4,NAN,Technology,Radio And Television Broadcasting And Communications Equipment,4/25/17
VRNS,"Varonis Systems, Inc.",30.45,825737436.3,2014,Technology,Computer Software: Prepackaged Software,4/26/17
LSCC,Lattice Semiconductor Corporation,6.78,825454545.2,NAN,Technology,Semiconductors,4/25/17
WASH,"Washington Trust Bancorp, Inc.",47.95,824311806.5,NAN,Finance,Major Banks,4/23/17
VRTU,Virtusa Corporation,27.46,822633554.1,2007,Technology,EDP Services,4/23/17
HEES,"H&E Equipment Services, Inc.",23.12,822489445.4,2006,NAN,NAN,4/24/17
GLBL,"TerraForm Global, Inc.",4.7,819477871.8,2015,Public Utilities,Electric Utilities: Central,4/23/17
WING,Wingstop Inc.,28.35,818311977,2015,Consumer Services,Restaurants,4/26/17
UBNK,"United Financial Bancorp, Inc. ",16.1,818156227.7,NAN,Finance,Banks,4/24/17
AMAG,"AMAG Pharmaceuticals, Inc.",23.4,817583083.2,NAN,Health Care,Major Pharmaceuticals,4/23/17
CRESY,Cresud S.A.C.I.F. y A.,20.9,817150708,1997,Finance,Real Estate,4/26/17
AMRN,Amarin Corporation plc,3.11,816782979.1,NAN,Health Care,Major Pharmaceuticals,4/23/17
TYPE,Monotype Imaging Holdings Inc.,19.5,815822241,2007,Technology,EDP Services,4/24/17
CHY,Calamos Convertible and High Income Fund,11.24,815316003.6,2003,NAN,NAN,4/25/17
FOSL,"Fossil Group, Inc.",16.8,810938251.2,1993,Consumer Non-Durables,Consumer Specialties,4/24/17
JBSS,"John B. Sanfilippo & Son, Inc.",71.41,804466784.2,1991,Consumer Non-Durables,Specialty Foods,4/23/17
DBVT,DBV Technologies S.A.,32.68,803234595.8,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/26/17
KELYB,"Kelly Services, Inc.",21,803122992,NAN,Technology,Professional Services,4/24/17
SWIR,"Sierra Wireless, Inc.",25,802425850,NAN,Technology,Radio And Television Broadcasting And Communications Equipment,4/25/17
PID,PowerShares International Dividend Achievers Portfolio,14.93,799501500,NAN,NAN,NAN,4/24/17
HRTX,"Heron Therapeutics, Inc.  ",14.85,795581829.9,NAN,Health Care,Major Pharmaceuticals,4/26/17
INNL,Innocoll Holdings,1.995,795250096,2014,Health Care,Major Pharmaceuticals,4/25/17
GLRE,"Greenlight Reinsurance, Ltd.",21.25,794034448.8,2007,Finance,Property-Casualty Insurers,4/23/17
LMNX,Luminex Corporation,18.05,793082073.3,2000,Health Care,Medical/Dental Instruments,4/23/17
INSY,"Insys Therapeutics, Inc.",11.02,792969919.9,2013,Health Care,Major Pharmaceuticals,4/26/17
ICFI,"ICF International, Inc.",41.6,791125088,2006,Consumer Services,Professional Services,4/25/17
CRVL,CorVel Corp.,41.3,789985656.6,NAN,Finance,Specialty Insurers,4/23/17
NXEO,"Nexeo Solutions, Inc.",8.84,789296514.2,NAN,Consumer Durables,Specialty Chemicals,4/24/17
DEPO,"Depomed, Inc.",12.69,788043378.3,NAN,Health Care,Major Pharmaceuticals,4/23/17
ARII,"American Railcar Industries, Inc.",41.22,786637451.2,2006,Capital Goods,Railroads,4/26/17
ASPS,Altisource Portfolio Solutions S.A.,42.61,785173149.1,NAN,Consumer Services,Other Consumer Services,4/23/17
RRD,R.R. Donnelley & Sons Company,11.21,784800441.6,NAN,Miscellaneous,Publishing,4/23/17
SKYY,First Trust Cloud Computing ETF,37.97,784080575.9,NAN,NAN,NAN,4/25/17
MGRC,McGrath RentCorp,32.74,784048909.4,1984,Technology,Diversified Commercial Services,4/23/17
ECPG,Encore Capital Group Inc,30.6,783304675.2,NAN,Finance,Finance Companies,4/24/17
KELYA,"Kelly Services, Inc.",20.48,783236137,NAN,Technology,Professional Services,4/25/17
UTEK,"Ultratech, Inc.",28.97,782839246.7,1993,Technology,Industrial Machinery/Components,4/23/17
ASND,Ascendis Pharma A/S,27.91,782490202.5,2015,Health Care,Major Pharmaceuticals,4/26/17
CASH,"Meta Financial Group, Inc.",83.65,781772991.3,1993,Finance,Savings Institutions,4/23/17
ACOR,"Acorda Therapeutics, Inc.",16.8,779651880,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/23/17
MTGE,MTGE Investment Corp.,16.95,776270794.7,2011,Consumer Services,Real Estate Investment Trusts,4/26/17
MTSC,MTS Systems Corporation,46.25,774241233.8,NAN,Capital Goods,Industrial Machinery/Components,4/25/17
CRAY,Cray Inc,19,773991182,NAN,Technology,Computer Manufacturing,4/25/17
IRTC,"iRhythm Technologies, Inc.",34.93,773791610.4,2016,Health Care,Medical/Dental Instruments,4/26/17
CRSP,CRISPR Therapeutics AG,19.41,772713089.9,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/26/17
KBWB,PowerShares KBW Bank Portfolio,45.42,772140000,NAN,NAN,NAN,4/26/17
CHI,Calamos Convertible Opportunities and Income Fund,11.02,771372306.7,2002,NAN,NAN,4/23/17
CTBI,"Community Trust Bancorp, Inc.",43.55,769130801.4,NAN,Finance,Major Banks,4/23/17
FORM,"FormFactor, Inc.",10.7,766892026.4,2003,Technology,Semiconductors,4/25/17
PHO,PowerShares Water Resources Portfolio,25.62,766038000,NAN,NAN,NAN,4/25/17
MSFG,"MainSource Financial Group, Inc.",31.66,764131323,NAN,Finance,Major Banks,4/26/17
EXTR,"Extreme Networks, Inc.",7.05,762604943.7,1999,Technology,Computer Communications Equipment,4/24/17
NCMI,"National CineMedia, Inc.",12.09,760049915.8,2007,Consumer Services,Advertising,4/26/17
ORIT,Oritani Financial Corp.,16.55,759050292.3,NAN,Finance,Major Banks,4/24/17
HSTM,"HealthStream, Inc.",23.83,757249270,2000,Technology,"Computer Software: Programming, Data Processing",4/23/17
RRGB,"Red Robin Gourmet Burgers, Inc.",58.85,757074883.4,2002,Consumer Services,Restaurants,4/25/17
SBLK,Star Bulk Carriers Corp.,12,756825348,NAN,Transportation,Marine Transportation,4/23/17
TCBK,TriCo Bancshares,33.05,755891639.7,NAN,Finance,Major Banks,4/25/17
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,228.97,755601000,NAN,NAN,NAN,4/23/17
CNXN,"PC Connection, Inc.",28.21,754607965,NAN,Consumer Services,Catalog/Specialty Distribution,4/25/17
EDIT,"Editas Medicine, Inc.",20.48,752019374.1,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/23/17
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,20.5,749570487,NAN,NAN,NAN,4/25/17
AKAO,"Achaogen, Inc.",20.94,749265950.2,2014,Health Care,Major Pharmaceuticals,4/25/17
VRTS,"Virtus Investment Partners, Inc.",106.7,745741664.8,NAN,Finance,Investment Managers,4/26/17
NYNY,"Empire Resorts, Inc.",23.9,745375203.3,NAN,Consumer Services,Restaurants,4/25/17
QIWI,QIWI plc,16.55,745142350.9,2013,Miscellaneous,Business Services,4/23/17
ASNA,"Ascena Retail Group, Inc.",3.82,744664019.5,NAN,Consumer Services,Clothing/Shoe/Accessory Stores,4/23/17
MERC,Mercer International Inc.,11.45,743948326.9,NAN,Basic Industries,Paper,4/24/17
AEGN,Aegion Corp,21.97,742202403.8,NAN,Basic Industries,Water Supply,4/25/17
QDEL,Quidel Corporation,22.42,738752855.6,NAN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,4/24/17
LOB,"Live Oak Bancshares, Inc.",21.35,738162223.1,2015,Finance,Major Banks,4/23/17
TUSK,"Mammoth Energy Services, Inc.",19.65,736875000,2016,Energy,Oilfield Services/Equipment,4/23/17
MMLP,Martin Midstream Partners L.P.,19.15,736136762.3,2002,Energy,Oil Refining/Marketing,4/25/17
DCOM,"Dime Community Bancshares, Inc.",19.6,734975911.6,NAN,Finance,Savings Institutions,4/25/17
PLAB,"Photronics, Inc.",10.65,731959302.5,1987,Technology,Semiconductors,4/26/17
MRTN,"Marten Transport, Ltd.",22.4,731679536,1986,Transportation,Trucking Freight/Courier Services,4/26/17
CSIQ,Canadian Solar Inc.,12.72,730607976.5,2006,Technology,Semiconductors,4/23/17
NMIH,NMI Holdings Inc,12.2,729191328.2,2013,Finance,Property-Casualty Insurers,4/23/17
SP,SP Plus Corporation,32.4,728061728.4,NAN,Consumer Services,Rental/Leasing Companies,4/26/17
BOJA,"Bojangles&#39;, Inc.",19.9,727597909.1,2015,Consumer Services,Restaurants,4/23/17
VSAR,"Versartis, Inc.",20.75,727211243.8,2014,Health Care,Major Pharmaceuticals,4/23/17
FORR,"Forrester Research, Inc.",39.7,724364215,1996,Consumer Services,Diversified Commercial Services,4/24/17
FTSM,First Trust Enhanced Short Maturity ETF,59.99,722862942.8,NAN,NAN,NAN,4/24/17
CNOB,"ConnectOne Bancorp, Inc.",22.6,722597845.6,NAN,Finance,Major Banks,4/24/17
OSUR,"OraSure Technologies, Inc.",12.35,721314680.5,NAN,Health Care,Medical/Dental Instruments,4/24/17
CEVA,"CEVA, Inc.",33.45,719966393.6,NAN,Technology,Semiconductors,4/25/17
HSKA,Heska Corporation,101.64,719210738.4,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/24/17
TRST,TrustCo Bank Corp NY,7.5,718972072.5,NAN,Finance,Major Banks,4/25/17
GBNK,Guaranty Bancorp,24.4,717720241.6,NAN,Finance,Major Banks,4/25/17
HFWA,Heritage Financial Corporation,23.9,715956621.6,NAN,Finance,Banks,4/26/17
BCOR,"Blucora, Inc.",17,715456645,NAN,Technology,EDP Services,4/25/17
HMST,"HomeStreet, Inc.",26.6,713858188.4,2012,Finance,Major Banks,4/23/17
FFIC,Flushing Financial Corporation,24.69,711340010,NAN,Finance,Major Banks,4/25/17
UVSP,Univest Corporation of Pennsylvania,26.7,711290109.3,NAN,Finance,Major Banks,4/26/17
NANO,Nanometrics Incorporated,28.03,707111688.8,1984,Capital Goods,Industrial Machinery/Components,4/24/17
PDFS,"PDF Solutions, Inc.",22.04,706423854,2001,Technology,EDP Services,4/26/17
FBNC,First Bancorp,28.62,705485175.1,1987,Finance,Major Banks,4/25/17
PVAC,Penn Virginia Corporation,46.96,704025165.3,NAN,Energy,Oil & Gas Production,4/25/17
BGNE,"BeiGene, Ltd.",37.9,700923395.9,2016,Health Care,Major Pharmaceuticals,4/23/17
ITRN,Ituran Location and Control Ltd.,29.75,698394072.3,2005,Consumer Non-Durables,Electronic Components,4/23/17
RPD,"Rapid7, Inc.",16.3,695042986.2,2015,Technology,Computer Software: Prepackaged Software,4/26/17
NYMT,"New York Mortgage Trust, Inc.",6.21,694546495.6,NAN,Consumer Services,Real Estate Investment Trusts,4/24/17
RTRX,"Retrophin, Inc.",18.19,692922274.8,NAN,Health Care,Major Pharmaceuticals,4/23/17
JNCE,"Jounce Therapeutics, Inc.",21.53,692501017.6,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/25/17
PTXP,"PennTex Midstream Partners, LP",17,692142352,2015,Public Utilities,Natural Gas Distribution,4/24/17
RBCAA,"Republic Bancorp, Inc.",33.13,690890535.3,1998,Finance,Major Banks,4/23/17
NDRM,NeuroDerm Ltd.,26.15,688742308.7,2014,Health Care,Major Pharmaceuticals,4/24/17
CASS,"Cass Information Systems, Inc",61.46,688181510,NAN,Miscellaneous,Business Services,4/26/17
PFBC,Preferred Bank,48.34,688018724.4,NAN,NAN,NAN,4/25/17
FNX,First Trust Mid Cap Core AlphaDEX Fund,56.83,687643113.7,NAN,NAN,NAN,4/23/17
NNBR,"NN, Inc.",25.05,686068924.1,1994,Capital Goods,Metal Fabrications,4/24/17
SCWX,SecureWorks Corp.,8.5,684812266.5,2016,Technology,Computer Software: Prepackaged Software,4/23/17
TDIV,First Trust NASDAQ Technology Dividend Index Fund,31.12,681683600,NAN,NAN,NAN,4/23/17
AMPH,"Amphastar Pharmaceuticals, Inc.",14.8,679469716.8,2014,Health Care,Major Pharmaceuticals,4/26/17
KNSL,"Kinsale Capital Group, Inc.",32.39,679176419.7,2016,Finance,Property-Casualty Insurers,4/24/17
ORBC,ORBCOMM Inc.,9.5,678503319,2006,Consumer Services,Telecommunications Equipment,4/23/17
OMER,Omeros Corporation,15.42,675737290.9,2009,Health Care,Major Pharmaceuticals,4/25/17
BBH,VanEck Vectors Biotech ETF,118.95,671651531.9,NAN,NAN,NAN,4/24/17
RDWR,Radware Ltd.,15.19,670955971,1999,Miscellaneous,Business Services,4/25/17
CUNB,CU Bancorp (CA),37.65,670438143.3,NAN,Finance,Major Banks,4/26/17
COBZ,CoBiz Financial Inc.,16.1,669359512.5,1998,Finance,Major Banks,4/24/17
DLTH,Duluth Holdings Inc.,20.62,668946225,2015,Consumer Services,Clothing/Shoe/Accessory Stores,4/26/17
OPB,Opus Bank,19.45,666690003.5,2014,NAN,NAN,4/25/17
KANG,"iKang Healthcare Group, Inc.",14.38,665549425,2014,Health Care,Medical/Nursing Services,4/24/17
GSBC,"Great Southern Bancorp, Inc.",47.5,665314687.5,1989,Finance,Major Banks,4/25/17
AMRI,"Albany Molecular Research, Inc.",15.45,663433428.8,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/26/17
LE,"Lands&#39; End, Inc.",20.7,663007731.3,NAN,Consumer Services,Clothing/Shoe/Accessory Stores,4/25/17
OFIX,Orthofix International N.V.,36.94,662945150.7,1992,Health Care,Medical/Dental Instruments,4/26/17
HDP,"Hortonworks, Inc.",10.62,662267586.1,2014,Technology,Computer Software: Prepackaged Software,4/24/17
GBLI,Global Indemnity Limited,37.6,660628766.4,NAN,Finance,Property-Casualty Insurers,4/23/17
VONE,Vanguard Russell 1000 ETF,106.89,660045750,NAN,NAN,NAN,4/24/17
MGNX,"MacroGenics, Inc.",18.82,658281650.2,2013,Health Care,Major Pharmaceuticals,4/23/17
MYRG,"MYR Group, Inc.",40.27,658206505.5,NAN,Basic Industries,Water Supply,4/25/17
SEDG,"SolarEdge Technologies, Inc.",15.85,657388355.1,2015,Technology,Semiconductors,4/25/17
TPIC,"TPI Composites, Inc.",19.47,656856722.6,2016,Energy,Industrial Machinery/Components,4/26/17
INTL,INTL FCStone Inc.,35.22,656495023.9,NAN,Finance,Investment Bankers/Brokers/Service,4/25/17
IIIN,"Insteel Industries, Inc.",34.57,656319608.5,NAN,Capital Goods,Steel/Iron Ore,4/25/17
PI,"Impinj, Inc.",31.89,655795335.7,2016,Capital Goods,Industrial Machinery/Components,4/25/17
BMTC,Bryn Mawr Bank Corporation,38.6,655020808.6,NAN,Finance,Major Banks,4/24/17
SGBK,Stonegate Bank,45.78,653042223.5,NAN,NAN,NAN,4/25/17
AFAM,Almost Family Inc,46.9,650986023.1,NAN,Health Care,Medical/Nursing Services,4/26/17
LGIH,"LGI Homes, Inc.",30.07,649271109.2,2013,Capital Goods,Homebuilding,4/25/17
FLWS,"1-800 FLOWERS.COM, Inc.",9.9,649133674.2,1999,Consumer Services,Other Specialty Stores,4/26/17
TSC,"TriState Capital Holdings, Inc.",22.6,647237467.6,2013,Finance,Major Banks,4/25/17
DHIL,"Diamond Hill Investment Group, Inc.",188.34,647182383.3,NAN,Finance,Investment Managers,4/23/17
CHUBA,"CommerceHub, Inc.",15.01,645249324.6,NAN,Technology,Computer Software: Prepackaged Software,4/23/17
CHUBK,"CommerceHub, Inc.",15,644819445,NAN,Technology,Computer Software: Prepackaged Software,4/26/17
AVAV,"AeroVironment, Inc.",27.41,642911061.3,2007,Capital Goods,Aerospace,4/23/17
GPP,Green Plains Partners LP,20.15,640776045,2015,Basic Industries,Major Chemicals,4/26/17
ATRC,"AtriCure, Inc.",19.2,640103040,2005,Health Care,Medical/Dental Instruments,4/23/17
CAC,Camden National Corporation,41.1,639647643.3,NAN,Finance,Major Banks,4/26/17
ADRO,"Aduro Biotech, Inc.",9.4,639182243.4,2015,Health Care,Major Pharmaceuticals,4/24/17
KTOS,"Kratos Defense & Security Solutions, Inc.",7.39,638760872.4,NAN,Capital Goods,Military/Government/Technical,4/23/17
SPNS,Sapiens International Corporation N.V.,13.07,638615635.7,1992,Technology,Computer Software: Prepackaged Software,4/23/17
UIHC,United Insurance Holdings Corp.,14.93,637256637.6,NAN,Finance,Property-Casualty Insurers,4/25/17
BDGE,"Bridge Bancorp, Inc.",32.35,637108696.4,NAN,Finance,Major Banks,4/24/17
RUTH,"Ruth&#39;s Hospitality Group, Inc.",20,636031960,2005,Consumer Services,Restaurants,4/24/17
FRGI,"Fiesta Restaurant Group, Inc.",23.55,633141561.6,NAN,Consumer Services,Restaurants,4/24/17
IMMU,"Immunomedics, Inc.",5.95,631173048.8,NAN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,4/26/17
RVNC,"Revance Therapeutics, Inc.",20.95,631048127.6,2014,Health Care,Major Pharmaceuticals,4/26/17
ANIK,Anika Therapeutics Inc.,43.04,630056620.5,NAN,Health Care,Medical/Dental Instruments,4/26/17
TGTX,"TG Therapeutics, Inc.",9.9,629922595.5,NAN,Health Care,Major Pharmaceuticals,4/25/17
KBAL,"Kimball International, Inc.",16.89,628911310.8,NAN,Consumer Durables,Home Furnishings,4/24/17
ARCB,ArcBest Corporation,24.55,628726015.6,NAN,Transportation,Trucking Freight/Courier Services,4/23/17
EAGL,Double Eagle Acquisition Corp.,10.05,628125000,2015,Finance,Business Services,4/23/17
KRNT,Kornit Digital Ltd.,18.65,624643760,2015,Capital Goods,Industrial Machinery/Components,4/24/17
KERX,"Keryx Biopharmaceuticals, Inc.",5.79,623396533.1,NAN,Health Care,Major Pharmaceuticals,4/24/17
CECO,Career Education Corporation,9.05,622270325.6,1998,Consumer Services,Other Consumer Services,4/25/17
PSTB,Park Sterling Corporation,11.71,621355153.5,2010,Finance,Major Banks,4/23/17
VNDA,Vanda Pharmaceuticals Inc.,13.95,618632712.5,2006,Health Care,Major Pharmaceuticals,4/23/17
FLIC,The First of Long Island Corporation,25.85,617851681.2,NAN,Finance,Major Banks,4/25/17
DXPE,"DXP Enterprises, Inc.",35.46,615183590,NAN,Capital Goods,Industrial Machinery/Components,4/24/17
FSC,Fifth Street Finance Corp.,4.36,614588438.4,2008,NAN,NAN,4/25/17
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,92.2,613130000,NAN,NAN,NAN,4/23/17
SPKE,"Spark Energy, Inc.",35.4,610264918.8,2014,Public Utilities,Power Generation,4/24/17
NEO,"NeoGenomics, Inc.",7.74,610089462.7,NAN,Health Care,Precision Instruments,4/23/17
VICR,Vicor Corporation,15.6,609640122,NAN,Capital Goods,Industrial Machinery/Components,4/26/17
FTC,First Trust Large Cap Growth AlphaDEX Fund,51.63,609234103.3,NAN,NAN,NAN,4/25/17
FARM,Farmer Brothers Company,36.15,608159619.9,NAN,Consumer Non-Durables,Packaged Foods,4/24/17
TCX,Tucows Inc.,57.85,605655137.1,NAN,Technology,EDP Services,4/26/17
GNBC,"Green Bancorp, Inc.",16.25,604332738.8,2014,Finance,Major Banks,4/23/17
SNC,"State National Companies, Inc.",14.4,603711936,NAN,Finance,Property-Casualty Insurers,4/25/17
MSEX,Middlesex Water Company,37.04,603659251.8,NAN,Public Utilities,Water Supply,4/23/17
HONE,"HarborOne Bancorp, Inc.",18.79,603551335.2,2016,Finance,Major Banks,4/24/17
HIBB,"Hibbett Sports, Inc.",28.2,601831061.4,1996,Consumer Services,Other Specialty Stores,4/23/17
PRFT,"Perficient, Inc.",16.96,600720995.2,1999,Technology,EDP Services,4/23/17
PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,17.03,599524120,NAN,NAN,NAN,4/24/17
ITCI,Intra-Cellular Therapies Inc.,13.78,598193617.1,NAN,Health Care,Major Pharmaceuticals,4/24/17
RPXC,RPX Corporation,12.28,595901490.4,2011,Miscellaneous,Multi-Sector Companies,4/25/17
BCOM,B Communications Ltd.,19.9346,595826156.5,NAN,Consumer Services,Telecommunications Equipment,4/26/17
ANIP,"ANI Pharmaceuticals, Inc.",51.22,594180171,NAN,Health Care,Major Pharmaceuticals,4/23/17
GOOD,Gladstone Commercial Corporation,22.88,593628326.7,2003,Consumer Services,Real Estate,4/24/17
PGNX,Progenics Pharmaceuticals Inc.,8.45,593106336.6,1997,Health Care,Major Pharmaceuticals,4/25/17
CTWS,"Connecticut Water Service, Inc.",53.33,587371073.7,NAN,Public Utilities,Water Supply,4/26/17
